# Gaussian list for MultiDistancias.fits
# Generated by PyBDSM version 1.10.3
# Reference frequency of the detection ("ch0") image: 2.72000e+11 Hz
# Equinox : 2000.0 

# Gaus_id, Isl_id, Source_id, Wave_id, RA, E_RA, DEC, E_DEC, Total_flux, E_Total_flux, Peak_flux, E_Peak_flux, Xposn, E_Xposn, Yposn, E_Yposn, Maj, E_Maj, Min, E_Min, PA, E_PA, Maj_img_plane, E_Maj_img_plane, Min_img_plane, E_Min_img_plane, PA_img_plane, E_PA_img_plane, DC_Maj, E_DC_Maj, DC_Min, E_DC_Min, DC_PA, E_DC_PA, DC_Maj_img_plane, E_DC_Maj_img_plane, DC_Min_img_plane, E_DC_Min_img_plane, DC_PA_img_plane, E_DC_PA_img_plane, Isl_Total_flux, E_Isl_Total_flux, Isl_rms, Isl_mean, Resid_Isl_rms, Resid_Isl_mean, S_Code
   0,    0,    0,    0, 109.50784647694076, 0.00001987562607, 37.65429627665350, 0.00002721432432, 2.17233174777467, 0.10507816203772, 1.68777181247222, 0.05091873879067, 10.98107375919362, 0.07155253311505, 12.48285654606681, 0.09797208120830, 0.00197411862105, 0.00006409455461, 0.00166907145571, 0.00004679019533, 178.61896819923268, 8.04449820942528, 0.00197412808328, 0.00006409489545, 0.00166907963607, 0.00004679040011, 178.54001015674066, 7.96554016693325, 0.00115636018214, 0.00006409455461, 0.00047521007773, 0.00004679019533, 178.61896819923268, 8.04449820942528, 0.00115636572467, 0.00006409489545, 0.00047521240676, 0.00004679040011, 178.54001015674066, 7.96554016693325, 2.11071836720442, 0.07566025776207, 0.04862993583083, 0.00351568940096, 0.03835898662325, 0.00340224183793, S   
   1,    1,    1,    0, 109.50081929870132, 0.00003737892995, 37.65383033967121, 0.00003422548625, 1.00017152743684, 0.08781106331158, 0.95539874993042, 0.04915162369545, 31.00754333547174, 0.13456476011067, 10.77869100670641, 0.12321230465791, 0.00167460960208, 0.00008808277116, 0.00160033976289, 0.00008052694151, 95.39712750964260, 47.08389457572699, 0.00167461666205, 0.00008808331192, 0.00160034779430, 0.00008052719075, 95.32247244224061, 47.00923950832500, 0.00049430648854, 0.00008808277116, 0.00003336242738, 0.00008052694151, 95.39712750964259, 47.08389457572699, 0.00049430857247, 0.00008808331192, 0.00003336259480, 0.00008052719075, 95.32247244224060, 47.00923950832500, 2.13238205849852, 0.08127214667633, 0.04862993210554, 0.00351568940096, 0.03647151309068, 0.00483944223094, C   
   2,    1,    2,    0, 109.50080511371901, 0.00003358033200, 37.65551090174585, 0.00003686860622, 1.17870652343878, 0.09472999533372, 1.03411815300032, 0.05004044254841, 31.05585535804376, 0.12088970112855, 16.82868466480549, 0.13272760612893, 0.00176907824632, 0.00008845335980, 0.00164939436872, 0.00007724300769, 156.95085300358986, 29.10213410560256, 0.00176908445859, 0.00008845387881, 0.00164940354385, 0.00007724325537, 156.87620661966662, 29.02748772167932, 0.00075475547093, 0.00008845335980, 0.00040066228236, 0.00007724300769, 156.95085300358988, 29.10213410560256, 0.00075475812126, 0.00008845387881, 0.00040066451112, 0.00007724325537, 156.87620661966665, 29.02748772167932, 2.13238205849852, 0.08127214667633, 0.04862993210554, 0.00351568940096, 0.03647151309068, 0.00483944223094, C   
   3,    2,    3,    0, 109.49380697812991, 0.00003651967199, 37.65389988665355, 0.00003685079566, 1.10526195194516, 0.09370594301319, 0.98192047329256, 0.04995572549955, 50.99428021058706, 0.13147135572896, 11.00382768377735, 0.13266346293810, 0.00171282321953, 0.00008788055814, 0.00168233518068, 0.00008486921256, 37.56497361841495, 115.90628474692484, 0.00171283319453, 0.00008788083229, 0.00168234010847, 0.00008486969065, 37.49461242164506, 115.83592355015496, 0.00061138629243, 0.00008788055814, 0.00051987177007, 0.00008486921256, 37.56497361841485, 115.90628474692484, 0.00061138985294, 0.00008788083229, 0.00051987329281, 0.00008486969065, 37.49461242164497, 115.83592355015496, 2.13399036316188, 0.08468364637373, 0.04862993583083, 0.00351568893529, 0.04242032726486, 0.00523483156503, C   
   4,    2,    4,    0, 109.49382104953723, 0.00003564566269, 37.65638428285848, 0.00003352550040, 1.07682128505878, 0.08964791843804, 1.00529998185749, 0.04941990513543, 50.96515881960102, 0.12832491233132, 19.94773594705509, 0.12069231364193, 0.00168197430191, 0.00008394009455, 0.00163029000491, 0.00007894547342, 90.91877546672677, 64.91290915609518, 0.00168198112891, 0.00008394053474, 0.00163029727702, 0.00007894573200, 90.84840565844189, 64.84253934781030, 0.00051870833215, 0.00008394009455, 0.00031283915732, 0.00007894547342, 90.91877546672676, 64.91290915609518, 0.00051871043753, 0.00008394053474, 0.00031284055275, 0.00007894573200, 90.84840565844188, 64.84253934781030, 2.13399036316188, 0.08468364637373, 0.04862993583083, 0.00351568893529, 0.04242032726486, 0.00523483156503, C   
   5,    3,    5,    0, 109.48681009868551, 0.00003785570348, 37.65722800146855, 0.00003614132654, 1.08996618215284, 0.09341138040649, 0.97172668887335, 0.04990982285335, 70.95049397632711, 0.13628104392847, 22.96139542978720, 0.13010930588005, 0.00172628546045, 0.00009022996565, 0.00166338497075, 0.00008395341926, 115.04254974636531, 57.22997923225203, 0.00172629037920, 0.00009023042613, 0.00166339352914, 0.00008395366196, 114.97647296945007, 57.16390245533680, 0.00064813276379, 0.00009022996565, 0.00045483612870, 0.00008395341926, 115.04254974636525, 57.22997923225203, 0.00064813461049, 0.00009023042613, 0.00045483846888, 0.00008395366196, 114.97647296945001, 57.16390245533680, 2.13930946875739, 0.10126070318862, 0.04862993583083, 0.00351568916813, 0.04185788799611, 0.00500763562361, C   
   6,    3,    6,    0, 109.48679606749582, 0.00003543224327, 37.65390955850054, 0.00003706813293, 1.09185868551614, 0.09251488877461, 0.98405388779948, 0.04979824701671, 70.97670812201682, 0.12755655199279, 11.01491197652233, 0.13344586646337, 0.00171472006050, 0.00008820652737, 0.00165649710573, 0.00008246573477, 23.98522704699506, 60.48835590063570, 0.00171472921984, 0.00008820698409, 0.00165650201492, 0.00008246599266, 23.91915886221484, 60.42228771585548, 0.00061667838838, 0.00008820652737, 0.00042894968804, 0.00008246573477, 23.98522704699505, 60.48835590063570, 0.00061668168238, 0.00008820698409, 0.00042895095925, 0.00008246599266, 23.91915886221483, 60.42228771585548, 2.13930946875739, 0.10126070318862, 0.04862993583083, 0.00351568916813, 0.04185788799611, 0.00500763562361, C   
   7,    4,    7,    0, 109.47978721032328, 0.00003663524285, 37.65391854528795, 0.00003731703874, 1.06247597902780, 0.09218454584047, 0.96147171061190, 0.04976405172836, 90.95327137398205, 0.13188733528410, 11.02503004117333, 0.13434190761573, 0.00169565296879, 0.00008844416330, 0.00166833083041, 0.00008568571343, 27.26076400457210, 130.23018131620492, 0.00169566174210, 0.00008844439631, 0.00166833535459, 0.00008568616338, 27.19898757226471, 130.16840488389752, 0.00056148506773, 0.00008844416330, 0.00047259035549, 0.00008568571343, 27.26076400457208, 130.23018131620492, 0.00056148797282, 0.00008844439631, 0.00047259163703, 0.00008568616338, 27.19898757226470, 130.16840488389752, 1.02674061641394, 0.06959731900603, 0.04862993955612, 0.00351568893529, 0.04147985439575, 0.00527982481041, S   
   8,    5,    8,    0, 109.47975599704483, 0.00003628413699, 37.65809800675787, 0.00003709403680, 1.10749637455908, 0.09381971337814, 0.98256796192443, 0.04997148506893, 91.05845266216883, 0.13062333208456, 26.07104824619108, 0.13353906292062, 0.00170838535560, 0.00008735247652, 0.00168900363815, 0.00008543985779, 2.22390700629179, 0.06175732007759, 0.00170839238651, 0.00008735282806, 0.00168900934320, 0.00008544015416, 2.16214968621421, 0.00000000000000, 0.00059883352832, 0.00008735247652, 0.00054106430650, 0.00008543985779, 2.22390700629182, 0.06175732007759, 0.00059883599280, 0.00008735282806, 0.00054106613406, 0.00008544015416, 2.16214968621424, 0.00000000000000, 1.05714816348709, 0.07607483872380, 0.04862993583083, 0.00351568940096, 0.04252348458803, 0.00606452437760, S   
   9,    6,    9,    0, 109.47273999614434, 0.00003717922920, 37.65392719729600, 0.00003634453424, 1.09884653966145, 0.09353340737403, 0.97826158070626, 0.04993569622278, 111.03914923930033, 0.13384566390954, 11.03532631600854, 0.13084085353768, 0.00170669843112, 0.00008764924549, 0.00168485282018, 0.00008548359928, 77.64646698043171, 161.67978717977417, 0.00170670503836, 0.00008764954057, 0.00168485892128, 0.00008548395194, 77.58900578420975, 161.62232598355220, 0.00059400282496, 0.00008764924549, 0.00052796549686, 0.00008548359928, 77.64646698043173, 161.67978717977417, 0.00059400512452, 0.00008764954057, 0.00052796740866, 0.00008548395194, 77.58900578420976, 161.62232598355220, 1.06346296983736, 0.07566025885953, 0.04862993583083, 0.00351568940096, 0.03665191976916, 0.00447045013854, S   
